imc,maigreur_1_19_ans,maigreur_5_9_ans,vaccination_hepatite_b,vaccination_polio,vaccination_diphterie,cas_rougeole,id_sante
19.7,6.8,6.7,87.0,9.0,87.0,140,2894
19.2,6.9,6.8,8.0,77.0,8.0,535,2895
18.8,7.0,6.9,81.0,83.0,81.0,459,2896
18.4,7.1,7.0,82.0,84.0,82.0,45,2897
18.0,7.2,7.1,82.0,84.0,83.0,35,2898
17.6,7.3,7.2,82.0,85.0,83.0,881,2899
17.3,7.4,7.3,82.0,85.0,84.0,25036,2900
17.1,7.4,7.4,82.0,86.0,85.0,16997,2901
16.8,7.5,7.5,82.0,85.0,85.0,30930,2902
31.8,5.6,5.5,87.0,88.0,87.0,0,2903
31.3,5.9,5.7,91.0,92.0,91.0,0,2904
3.8,6.2,6.0,95.0,95.0,95.0,0,2905
3.3,6.5,6.4,97.0,95.0,95.0,0,2906
29.9,6.8,6.7,94.0,93.0,93.0,0,2907
29.4,7.1,7.0,9.0,89.0,89.0,9696,2908
29.0,7.5,7.4,73.0,69.0,73.0,853,2909
28.6,7.8,7.8,75.0,75.0,75.0,0,2910
28.2,8.2,8.2,72.0,73.0,73.0,242,2911
27.9,8.6,8.6,68.0,71.0,7.0,212,2912
27.5,9.0,9.0,65.0,69.0,68.0,420,2913
27.1,9.4,9.4,68.0,67.0,65.0,31,2914
26.7,9.8,9.9,7.0,7.0,68.0,998,2915
26.3,1.2,1.3,73.0,73.0,71.0,304,2916
25.9,1.6,1.7,76.0,76.0,75.0,529,2917
25.5,11.0,11.2,79.0,78.0,78.0,1483,2918
